"CO_ENTIDADE","NO_ENTIDADE","NO_MUNICIPIO","TP_DEPENDENCIA","TP_CATEGORIA_ESCOLA_PRIVADA","NO_BAIRRO","QT_FUNCIONARIOS","QT_PROF_MONITORES"
"26142724","COLEGIO MEMORIAL DE OLINDA","Olinda","4","1","JARDIM ATLANTCO","1","0"
"26144948","ESCOLA MUNICIPAL PRO MENOR","Olinda","3","","RIO DOCE","0","0"
"26144964","ESCOLA MUNICIPAL EM TEMPO INTEGRAL CAIC PROFESSORA NORMA COELHO","Olinda","3","","PEIXINHOS","1","0"
"26145871","ESCOLA AJUDANDO A CRESCER","Olinda","4","1","JARDIM ATLANTICO","1","0"
"26146231","ESCOLA JESUS MESTRE","Olinda","4","","OURO PRETO","",""
"26146258","ESCOLA CENTRO EDUCATIVO MONTE ALVERNE","Olinda","4","4","ALTO DA BONDADE","1","0"
"26146312","COLEGIO NOSSA SENHORA DO CARMO","Olinda","4","","BAIRRO NOVO","",""
"26146320","ESCOLA SANTA TEREZINHA","Olinda","4","","RIO DOCE","",""
"26147556","ACADEMIA NOSSA SENHORA DE FATIMA","Olinda","4","","RIO DOCE","",""
"26150085","INSTITUTO DE EDUCACAO DE OURO PRETO","Olinda","4","1","OURO PRETO","1","0"
"26150131","ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL PROFESSOR PAULO FREIRE","Olinda","2","","JARDIM FRAGOSO","1","0"
"26150166","ACADEMIA ISABELA DE PAULA","Olinda","4","1","RIO DOCE","1","0"
"26150280","COLEGIO APRENDER CRESCER","Olinda","4","1","AGUAS COMPRIDAS","1","0"
"26150514","COLEGIO RENASCER","Olinda","4","","JARDIM BRASIL 1","",""
"26150662","ESCOLA WILTON DE MEIRA PACHECO","Olinda","4","1","FRAGOSO","1","0"
"26150751","ESCOLA RAIO DE SOL","Olinda","4","1","TABAJARA","1","0"
"26150760","COLEGIO REAL","Olinda","4","1","JARDIM ATLANTICO","1","0"
"26155702","ESCOLA MUNICIPAL DOZE DE MARCO","Olinda","3","","CIDADE TABAJARA","1","0"
"26155753","ESCOLA MUNICIPAL ANTONIO CORREIA DA SILVA","Olinda","3","","ALTO DA CONQUISTA","1","0"
"26157292","EDUCANDARIO ACALANTO","Olinda","4","1","SAPUCAIA","1","0"
"26157314","ESCOLA EDUCAR-BEM ESTAR SOCIAL","Olinda","4","","AGUAS COMPRIDAS","",""
"26157993","COLEGIO PENSAR DE OLINDA","Olinda","4","","CASA CAIADA","",""
"26158841","CENTRO EDUCACIONAL VITORIA","Olinda","4","","JARDIM ATLANTICO","",""
"26160323","RECRIANDO COLEGIO E CURSO","Olinda","4","1","STIO NOVO","1","0"
"26160374","COLEGIO EXPOSITIVO","Olinda","4","1","RIO DOCE","1","1"
"26160382","EDUCANDARIO MARIA LIMA","Olinda","4","","VILA POPULAR","",""
"26160390","ESCOLA TECNICA POLITEC DE OLINDA","Olinda","4","1","VARADOURO","1","1"
"26160420","ESCOLA NOSSA SENHORA DE NAZARE","Olinda","4","","BAIRRO NOVO","",""
"26161796","INSTITUTO TAYRAN","Olinda","4","","OURO PRETO","",""
"26162210","COLEGIO SANTA EMILIA","Olinda","4","1","JARDIM ATLANTICO","1","1"
"26162237","ESCOLA PROFESSORA MARINA FREITAS","Olinda","4","1","JARDIM ATLANTICO","1","0"
"26162326","ESCOLA SAO FRANCISCO DE ASSIS","Olinda","4","","FRAGOSO","",""
"26162628","ESCOLA MARIETA BARRETO","Olinda","4","","JARDIM BRASIL","",""
"26162644","ESCOLA CORACAO DE JESUS MENINO","Olinda","4","1","PEIXINHOS","1","0"
"26163195","ASSOC DOS MORADORES DA VILA LOT GUARARAPES","Olinda","4","","BULTRINS","",""
